Count  Avg. elapsed  Min. elapsed  Max. elapsed  Avg. bytes  Min. bytes  Max. bytes  Label
   10       21332.3         21271         21454   2830800.0     2830800     2830800  School of Integrative Plant Science                        
   10       20990.6         20908         21206   1277336.0     1277336     1277336  Molecular Biology and Genetics                             
   10       20946.3         20888         20993   1026700.0     1026700     1026700  Ecology and Evolutionary Biology                           
   10       20911.0         20862         20965    957857.0      957857      957857  Electrical and Computer Engineering                        
   10       20915.9         20858         21131    793051.0      793051      793051  Natural Resources                                          
   10       20938.3         20886         21113    782460.0      782460      782460  Food Science                                               
   10       21020.3         20945         21180    767593.0      767593      767593  Earth and Atmospheric Sciences                             
   10       20836.6         20782         20934    666375.0      666375      666375  Charles H. Dyson School of Applied Economics and Management
   10       20958.9         20899         21013    701815.0      701815      701815  Materials Science and Engineering                          
   10       20834.7         20770         20917    658084.0      658084      658084  Entomology                                                 
