Count  Avg. elapsed  Min. elapsed  Max. elapsed  Avg. bytes  Min. bytes  Max. bytes  Label
   10       14691.5         14473         15356   3571196.0     3571196     3571196  School of Integrative Plant Science
   10        6407.8          6187          6546   1760812.0     1760812     1760812  Molecular Biology and Genetics
   10        3902.0          3599          4187    989673.0      989673      989673  Meinig School of Biomedical Engineering
   10        4892.9          4720          5088   1267698.0     1267698     1267698  Ecology and Evolutionary Biology
   10        4158.6          4002          4413   1133142.0     1133142     1133142  Food Science
   10        2869.8          2621          3238    852824.0      852824      852824  Animal Science
   10        3628.9          3286          3902    828247.0      828247      828247  Sibley School of Mechanical and Aerospace Engineering
   10        3829.3          3688          4242    920180.0      920180      920180  Natural Resources
   10        3020.8          2770          3413    795540.0      795540      795540  Entomology
   10        4522.0          4270          4686   1048659.0     1048659     1048659  Electrical and Computer Engineering
